站名,平均氣溫,絕對最高氣溫,絕對最低氣溫,總日照時數h,總日射量MJ/ m2,Year,Month,行政區
苗改生物防治研究中心,*25.0,*35.3,16.9,*237.7,*439.3,2020,5,苗栗縣
苗栗農改,26.3,36.3,19.1,275.4,527.3,2020,5,苗栗縣
種苗繁殖,24.6,34,18.3,278.1,560.3,2020,5,台中市
農業試驗所,27.1,35.1,20.7,184.1,365.2,2020,5,台中市
臺中農改,27.2,35.3,20.9,292,570.3,2020,5,彰化縣
臺大溪頭,19.7,27.7,14.3,205,336.5,2020,5,南投縣
茶改中部分場,21.9,31.1,16.9,248.1,440.4,2020,5,南投縣
茶改南部分場,24.4,33.2,19.2,259,462.1,2020,5,南投縣
南改斗南分場,27.2,36.2,19.4,296.8,578.8,2020,5,雲林縣
農試嘉義分所,26.8,35.9,19.4,283.3,539,2020,5,嘉義市
南改義竹分場,27.3,34.6,20.7,295.7,599.5,2020,5,嘉義縣
畜試所,27.4,37.5,21.9,285.4,590.5,2020,5,臺南市
臺南農改,27.3,36.8,20.9,287.4,595.2,2020,5,臺南市
農試鳳山分所,27.9,35.7,21.9,283.8,600.1,2020,5,高雄市
高改旗南分場,27.5,35.7,20.6,281.3,575.5,2020,5,高雄市
畜試南區分所,27.7,33.7,22.6,285.6,577.6,2020,5,屏東縣
高雄農改,28,37.8,22.5,296.9,752.3,2020,5,屏東縣
花改蘭陽分場,25.2,32.3,20.4,243.5,421.7,2020,5,宜蘭縣
花蓮農改,25.2,32.9,20.3,228.3,379.7,2020,5,花蓮縣
東改班鳩分場,25.4,34.8,19.9,203.7,357.1,2020,5,臺東縣
東改賓朗果園,24.3,33.7,18.9,203.8,357.6,2020,5,臺東縣
茶改東部分場,25.8,35.4,19.6,238.6,462.3,2020,5,臺東縣
茶改北部分場,26.5,34.4,22,281.9,558.1,2020,6,新北市
桃園農改,28.6,33.2,23.4,315.5,680.7,2020,6,桃園市
茶改場,27.1,34.65,22.7,280.9,577.15,2020,6,桃園市
農工中心,28.9,34.8,22.9,317.9,666.8,2020,6,桃園市
桃改五峰分場,23.3,31.7,18.7,302.2,603.8,2020,6,新竹縣
畜試北區分所,28.4,34.3,22.4,303,659.1,2020,6,苗栗縣
苗改生物防治研究中心,27.3,35.2,20.2,300.5,647.6,2020,6,苗栗縣
苗栗農改,29.6,35.8,23.1,303.9,646.3,2020,6,苗栗縣
種苗繁殖,26.4,33.1,20.2,301.2,629.1,2020,6,台中市
農業試驗所,27.65,35.2,22.6,277.05,528.65,2020,6,台中市
臺中農改,29.3,35.9,22.6,315.8,638.5,2020,6,彰化縣
臺大溪頭,20.6,27.1,15.7,230.1,375.5,2020,6,南投縣
茶改中部分場,23.4,30.1,17.8,280.8,529,2020,6,南投縣
茶改南部分場,26.1,33.4,20.9,299.5,595.9,2020,6,南投縣
南改斗南分場,29,37.5,22.5,308.4,634.6,2020,6,雲林縣
農試嘉義分所,28.6,36.1,22,302.8,626.8,2020,6,嘉義市
南改義竹分場,29.1,35.2,23.4,309.6,662.7,2020,6,嘉義縣
畜試所,28.7,36.1,23,299.7,614.7,2020,6,臺南市
臺南農改,28.9,35.4,23.2,302,625.3,2020,6,臺南市
農試鳳山分所,29.5,35.5,23.5,315.8,692.3,2020,6,高雄市
高改旗南分場,28.9,36.5,22.3,314.8,660.8,2020,6,高雄市
畜試南區分所,29.5,33.9,23.9,325.9,728.5,2020,6,屏東縣
高雄農改,29.4,36.2,22.5,330.2,861,2020,6,屏東縣
花改蘭陽分場,28.4,35.8,23.3,293.5,617.6,2020,6,宜蘭縣
花蓮農改,28.4,34.5,22.8,294.3,612.8,2020,6,花蓮縣
東改班鳩分場,27.7,36.2,22,295.8,594,2020,6,臺東縣
東改賓朗果園,26.5,34.4,21.1,300.4,608.9,2020,6,臺東縣
茶改東部分場,28.1,36.6,21.6,308.6,652.7,2020,6,臺東縣
茶改北部分場,26.5,34.8,21.1,290.3,606.7,2020,7,新北市
桃園農改,29.7,36.7,25.3,326.2,719.3,2020,7,桃園市
茶改場,29.3,37,23.3,324.7,713.7,2020,7,桃園市
農工中心,30,36.4,23.4,318.2,659,2020,7,桃園市
桃改五峰分場,23.7,32.8,19.4,288.9,538.8,2020,7,新竹縣
畜試北區分所,29.2,36.5,22.9,317.6,671,2020,7,苗栗縣
苗改生物防治研究中心,27.5,36.2,20.9,311.7,667.1,2020,7,苗栗縣
苗栗農改,28.85,37.2,23.4,316,630,2020,7,苗栗縣
種苗繁殖,26.9,33.9,21.6,313.7,648.2,2020,7,台中市
農業試驗所,29.4,36.4,22.5,308.1,647.3,2020,7,台中市
臺中農改,30,36.3,24.2,324.8,649.6,2020,7,彰化縣
臺大溪頭,21.1,28.9,16.3,231.8,380.7,2020,7,南投縣
茶改中部分場,23.6,30.5,17.9,285.2,539.2,2020,7,南投縣
茶改南部分場,26.2,33.9,20.7,289.5,592.3,2020,7,南投縣
南改斗南分場,29.5,38.1,23.2,315,640.1,2020,7,雲林縣
農試嘉義分所,28.8,36.9,22.5,307.9,621.2,2020,7,嘉義市
南改義竹分場,29.5,35.4,23,321.8,649.6,2020,7,嘉義縣
畜試所,29,36.4,23.4,306,604,2020,7,臺南市
臺南農改,28.8,36.1,23.5,305.7,612.4,2020,7,臺南市
農試鳳山分所,29.4,35.5,23.6,296.1,604.7,2020,7,高雄市
高改旗南分場,28.6,36.2,22.6,299.5,622,2020,7,高雄市
畜試南區分所,29.6,35,23.9,316.9,686.1,2020,7,屏東縣
高雄農改,29.1,36.7,23.2,310.9,812.1,2020,7,屏東縣
花改蘭陽分場,29.1,35.6,23.9,305.4,664.7,2020,7,宜蘭縣
花蓮農改,28.7,34.6,22.6,299.5,648.1,2020,7,花蓮縣
東改班鳩分場,28.1,36.1,22.4,295.8,591.2,2020,7,臺東縣
東改賓朗果園,26.9,35.5,21.6,299.3,591.2,2020,7,臺東縣
茶改東部分場,28.4,37.9,22.3,308.3,691.4,2020,7,臺東縣
茶改北部分場,26.2,33.7,22.3,291.4,593.7,2020,8,新北市
桃園農改,28.9,37,24.3,307.8,652,2020,8,桃園市
茶改場,27.9,35.9,22.5,295.3,610.2,2020,8,桃園市
農工中心,28.7,35.9,23.4,290.9,577.1,2020,8,桃園市
桃改五峰分場,22.5,31.2,18.3,249.8,428.5,2020,8,新竹縣
畜試北區分所,27.9,34.8,22.4,309.6,594.6,2020,8,苗栗縣
苗改生物防治研究中心,*26.4,*34.6,20.2,*279.9,*575.5,2020,8,苗栗縣
苗栗農改,28.1,36.4,22.2,301.7,552.6,2020,8,苗栗縣
種苗繁殖,25.7,32.8,20.3,295.4,596.8,2020,8,台中市
農業試驗所,28.2,35.5,23.5,302.1,631.6,2020,8,台中市
臺中農改,28.6,35.9,23.3,297.5,597.5,2020,8,彰化縣
臺大溪頭,20.9,28.8,16.7,218.5,357.4,2020,8,南投縣
茶改中部分場,23.2,30.2,18.4,268,471.1,2020,8,南投縣
茶改南部分場,25.6,32.7,20.5,269,530.7,2020,8,南投縣
南改斗南分場,28.2,36.7,22.9,283.4,591.3,2020,8,雲林縣
農試嘉義分所,27.4,35.6,22.3,267.7,529.1,2020,8,嘉義市
南改義竹分場,28,35.2,22.9,281.8,565.3,2020,8,嘉義縣
畜試所,27.4,35.5,22.7,260.8,514.1,2020,8,臺南市
臺南農改,27.4,35.3,22.7,262.2,524.8,2020,8,臺南市
農試鳳山分所,27.7,35.1,23.2,252.2,493.6,2020,8,高雄市
高改旗南分場,27.1,35.2,22.6,249.9,507.8,2020,8,高雄市
畜試南區分所,28.1,33.9,23.4,255.7,497.2,2020,8,屏東縣
高雄農改,27.4,36.2,23.2,263.3,643.4,2020,8,屏東縣
花改蘭陽分場,28.7,36.3,23.5,302.1,635.8,2020,8,宜蘭縣
花蓮農改,28.2,34.2,23.3,294.4,640.1,2020,8,花蓮縣
東改班鳩分場,26.9,35.2,22.4,268.2,546.1,2020,8,臺東縣
東改賓朗果園,*25.7,*33.2,20.9,*250.0,*493.9,2020,8,臺東縣
茶改東部分場,27.2,35.9,22.5,282.8,617.2,2020,8,臺東縣
茶改北部分場,23.8,33.3,17.6,221.3,415.7,2020,9,新北市
桃園農改,26.5,34.4,19.6,254.9,516.3,2020,9,桃園市
茶改場,25.6,34.5,18.6,251.2,476.1,2020,9,桃園市
農工中心,26.3,34.9,19.1,239.9,446.9,2020,9,桃園市
桃改五峰分場,21.3,29.7,16.3,218,404.7,2020,9,新竹縣
畜試北區分所,26.4,35,17.7,281.3,551.8,2020,9,苗栗縣
苗改生物防治研究中心,25.1,34.2,15.2,268.2,502.8,2020,9,苗栗縣
苗栗農改,26.6,35.3,18.2,279.6,533.1,2020,9,苗栗縣
種苗繁殖,25,32.1,18.6,284.6,541.3,2020,9,台中市
農業試驗所,27.9,34.7,20.6,289.3,621.3,2020,9,台中市
臺中農改,28,35,21.5,294.7,599.1,2020,9,彰化縣
臺大溪頭,20.4,27.3,15.3,203.2,363.3,2020,9,南投縣
茶改中部分場,23.2,30.1,17.4,272.2,465.8,2020,9,南投縣
茶改南部分場,25.3,32.4,18.4,268.3,526,2020,9,南投縣
南改斗南分場,27.9,36.5,19.9,294,609.6,2020,9,雲林縣
農試嘉義分所,27.2,35,19.2,295.4,569.5,2020,9,嘉義市
南改義竹分場,28.1,34.9,20.7,302.7,594.3,2020,9,嘉義縣
畜試所,27.7,34.6,20.7,296.8,570.8,2020,9,臺南市
臺南農改,27.7,34.9,19.7,298.7,575.4,2020,9,臺南市
農試鳳山分所,28.5,34.3,21.2,285.3,555.9,2020,9,高雄市
高改旗南分場,*28.0,*35.1,20.3,*256.0,*556.1,2020,9,高雄市
畜試南區分所,28.2,35.1,24.3,294.7,629.3,2020,9,屏東縣
高雄農改,28.1,35.5,21.2,286.2,757.2,2020,9,屏東縣
花改蘭陽分場,26.4,34.4,20.6,223,413.3,2020,9,宜蘭縣
花蓮農改,26.4,34.4,-28.7,228.7,430.6,2020,9,花蓮縣
東改班鳩分場,25.8,34.4,20.5,225.1,407.3,2020,9,臺東縣
東改賓朗果園,24.7,32.9,19.2,225.9,425.9,2020,9,臺東縣
茶改東部分場,26.2,36,19.9,241,502.3,2020,9,臺東縣
茶改北部分場,20.7,31,15.2,147.1,236.1,2020,10,新北市
桃園農改,23.8,32,18.2,268.3,506.1,2020,10,桃園市
茶改場,22.8,32.8,16.4,252,482.1,2020,10,桃園市
農工中心,23.4,32.6,17.4,219.4,378.6,2020,10,桃園市
桃改五峰分場,18.9,28.3,11.8,200.6,390.9,2020,10,新竹縣
畜試北區分所,24,32.9,16.3,275.4,539.6,2020,10,苗栗縣
苗改生物防治研究中心,23,33.7,14.4,275,537.4,2020,10,苗栗縣
苗栗農改,23.9,33.9,14.5,269.9,532.8,2020,10,苗栗縣
種苗繁殖,22.7,31.8,15.3,280.3,505.3,2020,10,台中市
農業試驗所,25.8,34.2,18.7,280.9,565.4,2020,10,台中市
臺中農改,25.3,33.6,18.7,280.7,547.1,2020,10,彰化縣
臺大溪頭,18.45,26.2,13.3,170.25,253.1,2020,10,南投縣
茶改中部分場,22,30,16.5,270.3,457,2020,10,南投縣
茶改南部分場,23.6,32.2,17.8,250.1,437.3,2020,10,南投縣
南改斗南分場,25.6,35.4,18.7,280.1,531.2,2020,10,雲林縣
農試嘉義分所,25,34.5,18.3,278.5,509.5,2020,10,嘉義市
南改義竹分場,25.6,33.3,18.8,287.5,538.7,2020,10,嘉義縣
畜試所,25.8,33.7,19.5,277.2,500.1,2020,10,臺南市
臺南農改,25.7,33.7,18.9,279.7,507,2020,10,臺南市
農試鳳山分所,26.7,33.1,19.7,261.7,446.1,2020,10,高雄市
高改旗南分場,26.4,34.8,19.7,253.5,459.9,2020,10,高雄市
畜試南區分所,26.5,33.3,21.2,279.5,545.1,2020,10,屏東縣
高雄農改,26.6,34.9,20.7,261,545.1,2020,10,屏東縣
花改蘭陽分場,22.7,31.2,17.7,135.3,191.3,2020,10,宜蘭縣
花蓮農改,24.1,32.1,18,195.9,297.1,2020,10,花蓮縣
東改班鳩分場,24.2,32.1,18,238.1,392.6,2020,10,臺東縣
東改賓朗果園,23.3,31.4,17.5,239.8,411.4,2020,10,臺東縣
茶改東部分場,24.2,34.3,16.3,250.4,447.9,2020,10,臺東縣
茶改北部分場,19.4,28.8,14.8,146.3,226.1,2020,11,新北市
桃園農改,22.3,33,17.1,238.1,406.5,2020,11,桃園市
茶改場,21.4,30.7,16.1,228.8,402.3,2020,11,桃園市
農工中心,22,30.1,16.4,211,335.8,2020,11,桃園市
桃改五峰分場,17.8,29.8,11.3,199.1,347.6,2020,11,新竹縣
畜試北區分所,21.8,30.7,14.8,234.1,399.2,2020,11,苗栗縣
苗改生物防治研究中心,20.8,33,13.6,242.2,423.4,2020,11,苗栗縣
苗栗農改,21.9,32.4,14.5,236.1,408.1,2020,11,苗栗縣
種苗繁殖,20.6,29.4,13.5,253.9,430.9,2020,11,台中市
農業試驗所,23.5,33.4,16.7,230.2,393.3,2020,11,台中市
臺中農改,23.1,31.9,17.5,247.1,409.5,2020,11,彰化縣
臺大溪頭,17,26.3,10.7,165.5,275.7,2020,11,南投縣
茶改中部分場,20.1,28.9,14.2,233.2,388.7,2020,11,南投縣
茶改南部分場,21.4,31.2,15.3,228.9,341.5,2020,11,南投縣
南改斗南分場,23.2,33.9,16.6,242.2,390.8,2020,11,雲林縣
農試嘉義分所,22.8,32.2,16,233.4,368.6,2020,11,嘉義市
南改義竹分場,23.1,32.6,16.7,238.3,384.4,2020,11,嘉義縣
畜試所,23.4,32.4,17.1,232.3,368.1,2020,11,臺南市
臺南農改,23.2,33.2,16.5,233.4,365.9,2020,11,臺南市
農試鳳山分所,24.5,31.9,18.9,245.5,381.1,2020,11,高雄市
高改旗南分場,24,32.8,17.4,237.5,395.6,2020,11,高雄市
畜試南區分所,24.8,31.5,19.2,238.9,433.8,2020,11,屏東縣
高雄農改,24.6,33.5,18.7,242.8,490.1,2020,11,屏東縣
花改蘭陽分場,21.2,31.3,16.5,124.4,191.9,2020,11,宜蘭縣
花蓮農改,22.5,30.4,17.1,195.8,280.1,2020,11,花蓮縣
東改班鳩分場,22.5,30.3,17,204.1,300.4,2020,11,臺東縣
東改賓朗果園,21.6,29.3,16.4,210.1,330.8,2020,11,臺東縣
茶改東部分場,22.4,31.8,15,214.6,332.6,2020,11,臺東縣
茶改北部分場,14.9,22.3,3.4,79.9,108.7,2020,12,新北市
桃園農改,17.2,24.5,6.2,160.2,199.3,2020,12,桃園市
茶改場,16.2,22.8,4.9,140.1,191.3,2020,12,桃園市
農工中心,16.7,23.1,5.3,114.4,160.7,2020,12,桃園市
桃改五峰分場,13.2,22.8,-0.3,134.3,193.4,2020,12,新竹縣
畜試北區分所,17.5,25.3,6.3,187,243.6,2020,12,苗栗縣
苗改生物防治研究中心,16.5,27,5.2,192,272.4,2020,12,苗栗縣
苗栗農改,17.4,25.8,6.2,165.5,238.7,2020,12,苗栗縣
種苗繁殖,16.4,27.1,5,220.1,352.7,2020,12,台中市
農業試驗所,19.4,29.3,9.4,223.1,360.3,2020,12,台中市
臺中農改,18.9,27.2,8.7,222.8,355.8,2020,12,彰化縣
臺大溪頭,14.5,23.2,5.4,165.9,273.4,2020,12,南投縣
茶改中部分場,16.9,27,6.7,207,343,2020,12,南投縣
茶改南部分場,17.5,27.3,6.9,191.9,279.3,2020,12,南投縣
南改斗南分場,19.2,29,9.5,216.5,330.8,2020,12,雲林縣
農試嘉義分所,18.7,28.9,8.9,219.9,338.9,2020,12,嘉義市
南改義竹分場,19.2,28.3,9.3,238,371.5,2020,12,嘉義縣
畜試所,19.6,29.7,10,239.1,366.9,2020,12,臺南市
臺南農改,19.5,30.2,10,241,367.4,2020,12,臺南市
農試鳳山分所,20.9,30,11.5,244,368.2,2020,12,高雄市
高改旗南分場,20.6,31.6,11,232.4,350.3,2020,12,高雄市
畜試南區分所,22.1,28.2,13,236.7,364.7,2020,12,屏東縣
高雄農改,21.4,31.1,12.1,257.1,464.1,2020,12,屏東縣
花改蘭陽分場,17.3,25.2,7.7,99.3,136.8,2020,12,宜蘭縣
花蓮農改,19,26.5,10.7,159.6,198.7,2020,12,花蓮縣
東改班鳩分場,19.5,28.1,9.8,193.5,263.3,2020,12,臺東縣
東改賓朗果園,18.7,26.2,9.2,198.5,277.4,2020,12,臺東縣
茶改東部分場,19.5,29.2,9.7,206.6,283.3,2020,12,臺東縣
桃改樹林分場,14.9,30.5,3.4,195.9,321.3,2021,1,新北市
茶改北部分場,12.5,25.3,3.2,148.4,253.4,2021,1,新北市
桃園農改,14.6,29.2,5.7,201.5,343.7,2021,1,桃園市
茶改場,13.9,28.9,4.8,203.8,355,2021,1,桃園市
農工中心,14.5,28.2,5.3,180.8,306.4,2021,1,桃園市
桃改五峰分場,9.9,25,-0.3,169.2,327.6,2021,1,新竹縣
桃改新埔分場,14.3,27.4,3.7,215,354.4,2021,1,新竹縣
畜試北區分所,13.7,27.1,2.3,226.9,388.8,2021,1,苗栗縣
苗改生物防治研究中心,12.9,29,2.3,232.9,419.1,2021,1,苗栗縣
苗栗農改,13.8,27.1,2.5,219.1,386.1,2021,1,苗栗縣
種苗繁殖,12.7,27.7,2.6,251.4,464.8,2021,1,台中市
農業試驗所,15.5,29.6,5.4,232.5,430.7,2021,1,台中市
臺中農改,15.1,25.2,5.7,253.4,444.3,2021,1,彰化縣
中改埔里分場,13,27.9,2.5,219.2,382.4,2021,1,南投縣
林試畢祿溪站,5.2,20.6,-5.5,190.1,421.2,2021,1,南投縣
臺大內茅埔,14,27.4,5.1,183.1,328.6,2021,1,南投縣
臺大和社,12.4,25,3,188.9,346.8,2021,1,南投縣
臺大溪頭,10.1,23.3,2.3,164.6,328.8,2021,1,南投縣
臺大竹山,15.2,30.2,6.4,212.5,379.2,2021,1,南投縣
茶改中部分場,13.4,27.6,4.9,227.9,427.7,2021,1,南投縣
茶改南部分場,13.9,28.1,4.8,219.1,363.7,2021,1,南投縣
萬大發電廠,12.1,26,1.6,192.5,384.9,2021,1,南投縣
蓮華池,12.9,26.6,3.7,198.7,367.7,2021,1,南投縣
南改斗南分場,15.3,29.5,4.8,247.1,422.2,2021,1,雲林縣
口湖工作站,15.2,24.4,7.5,259.6,445.1,2021,1,雲林縣
四湖植物園,15.4,22.1,7.2,235.1,423.7,2021,1,雲林縣
水試臺西試驗場,15.4,22.8,8.5,246.7,422.7,2021,1,雲林縣
臺大雲林校區,14.8,27.6,4.6,251.8,444.2,2021,1,雲林縣
麥寮合作社,15.1,22.2,7.5,252.5,424.8,2021,1,雲林縣
農試嘉義分所,14.9,30.1,5.3,247.3,424.3,2021,1,嘉義市
南改義竹分場,15.5,29.3,4.6,256.1,440.3,2021,1,嘉義縣
南改鹿草分場,15.3,27.9,5.9,255.6,445.9,2021,1,嘉義縣
農試溪口農場,15.4,29.2,5.1,244.3,415.1,2021,1,嘉義縣
七股研究中心,15.6,21.7,8.3,257.8,441.5,2021,1,臺南市
畜試所,15.9,29.8,5.9,246.3,433.9,2021,1,臺南市
臺南蘭花園區,15.4,30.9,4.9,247.8,417,2021,1,臺南市
臺南農改,15.6,30.1,4.8,253.5,443.1,2021,1,臺南市
林試六龜中心,16.3,28.7,6.7,231.2,476.3,2021,1,高雄市
林試扇平站,14.4,25.9,7.1,173.7,322.2,2021,1,高雄市
農試鳳山分所,17.4,28,7.8,254.9,441.4,2021,1,高雄市
高改旗南分場,16.9,29,6.6,250,446.8,2021,1,高雄市
恆春工作站,19.8,26.5,13.7,263,478.3,2021,1,屏東縣
東港工作站,18.3,27.8,10.1,255.1,443.3,2021,1,屏東縣
畜試南區分所,19.7,27.9,13.1,256.4,466.4,2021,1,屏東縣
高雄農改,17.7,29.1,7.4,266,581.6,2021,1,屏東縣
畜試東區分所,14.6,23.4,6.1,141.8,225.3,2021,1,宜蘭縣
花改蘭陽分場,14.9,24.4,6.6,138.5,216.2,2021,1,宜蘭縣
花蓮農改,15.8,25,6.9,152.8,232.4,2021,1,花蓮縣
東改班鳩分場,16,25.5,6.9,194.1,307.1,2021,1,臺東縣
東改賓朗果園,15.4,24.9,6.6,192.5,317.6,2021,1,臺東縣
林試太麻里1,17.2,26,9,196.6,318.7,2021,1,臺東縣
林試太麻里2,18.2,26.1,9.6,207.4,346.6,2021,1,臺東縣
茶改東部分場,16.1,26.6,5,205.1,337.5,2021,1,臺東縣
桃改樹林分場,18,29,7.8,219.1,380.1,2021,2,新北市
茶改北部分場,15.9,26.2,7.5,182.8,343.7,2021,2,新北市
桃園農改,17,27.2,8.7,230.3,419.5,2021,2,桃園市
茶改場,17.1,26.4,9.4,227.9,433.2,2021,2,桃園市
農工中心,17.4,26.6,9.6,214.2,381.2,2021,2,桃園市
桃改五峰分場,13.7,22.9,4.3,189.5,393.1,2021,2,新竹縣
桃改新埔分場,16.9,26.5,7.1,232.4,428.5,2021,2,新竹縣
畜試北區分所,16.1,25.9,6.7,223.6,439.9,2021,2,苗栗縣
苗改生物防治研究中心,15.8,28.5,5,240.2,476.9,2021,2,苗栗縣
苗栗農改,16.5,27.2,6.2,223.9,434,2021,2,苗栗縣
種苗繁殖,16,27.7,6.3,255.1,514.1,2021,2,台中市
農業試驗所,18.6,28.5,10.4,239.3,483.1,2021,2,台中市
臺中農改,17.8,27,10.6,251,496.7,2021,2,彰化縣
中改埔里分場,15.9,27.3,5,240.7,444.3,2021,2,南投縣
林試畢祿溪站,7.5,24.2,-3.9,190.7,462.9,2021,2,南投縣
臺大內茅埔,17.4,28.4,8.5,219.1,442.6,2021,2,南投縣
臺大和社,15.6,26.7,5.6,210.2,444.1,2021,2,南投縣
臺大溪頭,12.6,22,4.9,185.8,370,2021,2,南投縣
臺大竹山,18.4,28.2,10.5,234.2,457.8,2021,2,南投縣
茶改中部分場,16.3,26.4,7.4,249.7,494.2,2021,2,南投縣
茶改南部分場,17.1,27.4,9.2,241.9,445.4,2021,2,南投縣
萬大發電廠,14.9,27.1,3.7,219.1,489.1,2021,2,南投縣
蓮華池,16,26.7,6.4,218.6,437.6,2021,2,南投縣
南改斗南分場,18.2,28.9,8.7,246.8,489.8,2021,2,雲林縣
口湖工作站,17.6,25.1,10.4,249.1,485.7,2021,2,雲林縣
四湖植物園,17.6,25.2,9.7,232.5,466.5,2021,2,雲林縣
水試臺西試驗場,17.7,25.4,10.4,239.2,464.5,2021,2,雲林縣
臺大雲林校區,17.5,27.8,8.8,250.8,501.1,2021,2,雲林縣
麥寮合作社,17.5,26.2,9.9,247.2,470.1,2021,2,雲林縣
農試嘉義分所,18,28,9.2,248.8,496.4,2021,2,嘉義市
南改義竹分場,18.2,28,8.3,253.6,504.9,2021,2,嘉義縣
南改鹿草分場,17.9,26.8,9.1,252.5,516.2,2021,2,嘉義縣
農試溪口農場,18.3,27.6,10.2,247.4,490.1,2021,2,嘉義縣
七股研究中心,18.6,25.2,11.5,253.8,496,2021,2,臺南市
畜試所,18.9,28.8,9.7,248.7,511,2021,2,臺南市
臺南蘭花園區,18.3,29.8,7.8,250.2,486.3,2021,2,臺南市
臺南農改,18.7,29.2,8.9,252.8,517.2,2021,2,臺南市
林試六龜中心,18.9,30.2,8.5,249,565,2021,2,高雄市
林試扇平站,17,28.2,8.9,200.3,427.6,2021,2,高雄市
農試鳳山分所,20.2,28.7,12.2,254.4,507.5,2021,2,高雄市
高改旗南分場,19.7,29.9,9.9,256.6,513.2,2021,2,高雄市
恆春工作站,21.5,26.9,14.9,254.2,494.6,2021,2,屏東縣
東港工作站,20.9,28.6,13.8,248.4,481,2021,2,屏東縣
畜試南區分所,21.3,29.6,15.9,244.2,471.2,2021,2,屏東縣
高雄農改,20.5,31.3,10.9,252.8,630.4,2021,2,屏東縣
畜試東區分所,18.1,24.8,10,196,351.2,2021,2,宜蘭縣
花改蘭陽分場,18.5,27.3,9.8,191.5,339.3,2021,2,宜蘭縣
花蓮農改,18.5,27.5,8.8,180.5,311.8,2021,2,花蓮縣
東改班鳩分場,18.5,28.1,9.2,175.6,310.8,2021,2,臺東縣
東改賓朗果園,17.9,27.2,8.4,175.9,323.4,2021,2,臺東縣
林試太麻里1,19.4,27.6,11.1,197.9,348.8,2021,2,臺東縣
林試太麻里2,20.3,27.6,12.4,210.6,384.8,2021,2,臺東縣
茶改東部分場,18.7,29.7,8.9,203.8,359.7,2021,2,臺東縣
桃改樹林分場,19.5,30.6,9.4,214.3,392.9,2021,3,新北市
茶改北部分場,17.5,27.6,8.6,188.4,334.2,2021,3,新北市
桃園農改,18.2,28,10.4,217.1,371.9,2021,3,桃園市
茶改場,18.1,28.9,9.6,211.2,400.2,2021,3,桃園市
農工中心,19.2,30.05,9.9,203.2,358.1,2021,3,桃園市
桃改五峰分場,15.5,26.6,6.8,223.8,393.3,2021,3,新竹縣
桃改新埔分場,18.5,29.6,9.7,226.7,409.3,2021,3,新竹縣
畜試北區分所,18.4,30.3,10.5,236.2,445,2021,3,苗栗縣
苗改生物防治研究中心,18.7,32.1,9.5,245.1,465.8,2021,3,苗栗縣
苗栗農改,18.9,32.1,9.6,228.5,428.6,2021,3,苗栗縣
種苗繁殖,18.9,29.5,8.6,270.8,545.9,2021,3,台中市
農業試驗所,21.4,31.4,12.8,273.2,567.5,2021,3,台中市
臺中農改,20.4,31,12.3,271.1,543.5,2021,3,彰化縣
中改埔里分場,19.2,30.7,10.4,245.4,432.4,2021,3,南投縣
林試畢祿溪站,10.8,24.5,-0.9,231.8,546.3,2021,3,南投縣
臺大內茅埔,20.3,31.9,12.1,240.9,463.9,2021,3,南投縣
臺大和社,18.6,29.9,9.3,221.5,469.6,2021,3,南投縣
臺大溪頭,15.4,25.5,8.3,176.5,324.2,2021,3,南投縣
臺大竹山,21.1,31.2,12.8,252.1,478.4,2021,3,南投縣
茶改中部分場,18.8,29.8,11.6,255.2,486.6,2021,3,南投縣
茶改南部分場,19.7,29.5,11.5,252.9,464.7,2021,3,南投縣
萬大發電廠,18.1,29.8,8.4,233.7,501,2021,3,南投縣
蓮華池,19.2,30.5,10.2,242.5,463.1,2021,3,南投縣
南改斗南分場,21.2,33.1,11.9,272.4,536.1,2021,3,雲林縣
口湖工作站,20.1,27.7,13.1,280,553.1,2021,3,雲林縣
四湖植物園,20,29,13.5,270.7,538.5,2021,3,雲林縣
水試臺西試驗場,20.1,28.2,13.4,275.2,535.1,2021,3,雲林縣
臺大雲林校區,20.2,31.9,12,273.6,549.9,2021,3,雲林縣
麥寮合作社,19.9,29.2,12.8,273,528.2,2021,3,雲林縣
農試嘉義分所,20.9,33.1,12.2,265.1,538.7,2021,3,嘉義市
南改義竹分場,21.1,31.5,12.2,280.1,578.8,2021,3,嘉義縣
南改鹿草分場,20.5,29.8,12.8,273.3,568,2021,3,嘉義縣
農試溪口農場,20.8,30.7,12.2,265.9,534.7,2021,3,嘉義縣
七股研究中心,20.8,28.7,14.4,288.9,574.4,2021,3,臺南市
畜試所,21.9,33.4,13.2,286.8,586.7,2021,3,臺南市
臺南蘭花園區,21.3,33.8,12.3,280.3,560.6,2021,3,臺南市
臺南農改,21.7,32.9,12.4,288.7,597.2,2021,3,臺南市
林試六龜中心,22.5,33.9,13.7,272.5,553.6,2021,3,高雄市
林試扇平站,20.1,31,14.3,226.1,449.2,2021,3,高雄市
農試鳳山分所,23.3,32.1,15.9,288.5,574.4,2021,3,高雄市
高改旗南分場,22.9,32.8,15,286,566.5,2021,3,高雄市
恆春工作站,24,29.9,18.5,297.4,618.4,2021,3,屏東縣
東港工作站,23.4,29.9,17.4,287.1,574.9,2021,3,屏東縣
畜試南區分所,23.9,31.8,17.2,282.3,593.8,2021,3,屏東縣
高雄農改,23.9,34.5,16.2,297.1,720.9,2021,3,屏東縣
